Age,Grade,Gender,Year,Number,Sector
18,C3,FE,1996,12239,PUB
18,C3,MA,1996,21558,PUB
19,C2,FE,1996,224,PUB
19,C2,MA,1996,522,PUB
19,C3,FE,1996,3188,PUB
19,C3,MA,1996,6100,PUB
20,C2,FE,1996,21,PUB
20,C2,MA,1996,122,PUB
20,C3,FE,1996,563,PUB
20,C3,MA,1996,1184,PUB
21,C3,FE,1996,75,PUB
21,C3,MA,1996,266,PUB
15,C1,FE,1997,13762,PUB
15,C1,MA,1997,28659,PUB
15,C2,FE,1997,26087,PUB
15,C2,MA,1997,40615,PUB
15,C3,FE,1997,44909,PUB
15,C3,MA,1997,51381,PUB
16,C1,FE,1997,4581,PUB
16,C1,MA,1997,11725,PUB
16,C2,FE,1997,12410,PUB
16,C2,MA,1997,24396,PUB
16,C3,FE,1997,39417,PUB
16,C3,MA,1997,54118,PUB
17,C1,FE,1997,912,PUB
17,C1,MA,1997,2702,PUB
17,C2,FE,1997,4362,PUB
17,C2,MA,1997,10046,PUB
17,C3,FE,1997,25106,PUB
17,C3,MA,1997,40049,PUB
18,C1,FE,1997,455,PUB
18,C1,MA,1997,985,PUB
18,C2,FE,1997,1209,PUB
18,C2,MA,1997,2959,PUB
18,C3,FE,1997,11937,PUB
18,C3,MA,1997,21693,PUB
19,C2,FE,1997,347,PUB
19,C2,MA,1997,641,PUB
19,C3,FE,1997,3686,PUB
19,C3,MA,1997,7570,PUB
20,C2,FE,1997,67,PUB
20,C2,MA,1997,211,PUB
20,C3,FE,1997,659,PUB
20,C3,MA,1997,1495,PUB
21,C3,FE,1997,87,PUB
21,C3,MA,1997,243,PUB
15,C1,FE,1998,13125,PUB
15,C1,MA,1998,27961,PUB
15,C2,FE,1998,25028,PUB
15,C2,MA,1998,38023,PUB
15,C3,FE,1998,45604,PUB
15,C3,MA,1998,51750,PUB
16,C1,FE,1998,4215,PUB
16,C1,MA,1998,11013,PUB
16,C2,FE,1998,11807,PUB
16,C2,MA,1998,22441,PUB
16,C3,FE,1998,36924,PUB
16,C3,MA,1998,50265,PUB
17,C1,FE,1998,889,PUB
17,C1,MA,1998,2537,PUB
17,C2,FE,1998,4311,PUB
17,C2,MA,1998,9609,PUB
17,C3,FE,1998,22319,PUB
17,C3,MA,1998,36292,PUB
18,C1,FE,1998,121,PUB
18,C1,MA,1998,572,PUB
18,C2,FE,1998,981,PUB
18,C2,MA,1998,2443,PUB
18,C3,FE,1998,9188,PUB
18,C3,MA,1998,17157,PUB
19,C2,FE,1998,157,PUB
19,C2,MA,1998,424,PUB
19,C3,FE,1998,2762,PUB
19,C3,MA,1998,5890,PUB
20,C2,FE,1998,16,PUB
20,C2,MA,1998,124,PUB
20,C3,FE,1998,499,PUB
20,C3,MA,1998,1222,PUB
21,C3,FE,1998,63,PUB
21,C3,MA,1998,256,PUB
15,C1,FE,1999,14441,PUB
15,C1,MA,1999,29441,PUB
15,C2,FE,1999,26013,PUB
15,C2,MA,1999,40236,PUB
15,C3,FE,1999,47945,PUB
15,C3,MA,1999,52052,PUB
16,C1,FE,1999,4638,PUB
16,C1,MA,1999,11342,PUB
16,C2,FE,1999,11520,PUB
16,C2,MA,1999,22032,PUB
16,C3,FE,1999,36289,PUB
16,C3,MA,1999,47795,PUB
17,C1,FE,1999,1007,PUB
17,C1,MA,1999,2767,PUB
17,C2,FE,1999,4009,PUB
17,C2,MA,1999,9266,PUB
17,C3,FE,1999,21864,PUB
17,C3,MA,1999,33974,PUB
18,C1,FE,1999,179,PUB
18,C1,MA,1999,710,PUB
18,C2,FE,1999,1215,PUB
18,C2,MA,1999,3124,PUB
18,C3,FE,1999,12249,PUB
18,C3,MA,1999,23151,PUB
15,C1,FE,2000,16117,PUB
15,C1,MA,2000,32640,PUB
15,C2,FE,2000,27760,PUB
15,C2,MA,2000,41476,PUB
15,C3,FE,2000,49862,PUB
15,C3,MA,2000,53586,PUB
16,C1,FE,2000,5642,PUB
16,C1,MA,2000,13788,PUB
16,C2,FE,2000,13020,PUB
16,C2,MA,2000,23831,PUB
16,C3,FE,2000,37485,PUB
16,C3,MA,2000,49295,PUB
17,C1,FE,2000,1191,PUB
17,C1,MA,2000,3399,PUB
17,C2,FE,2000,4199,PUB
17,C2,MA,2000,9188,PUB
17,C3,FE,2000,20457,PUB
17,C3,MA,2000,32157,PUB
18,C1,FE,2000,288,PUB
18,C1,MA,2000,986,PUB
18,C2,FE,2000,1222,PUB
18,C2,MA,2000,3189,PUB
18,C3,FE,2000,9180,PUB
18,C3,MA,2000,17872,PUB
15,C1,FE,2001,16079,PUB
15,C1,MA,2001,33185,PUB
15,C2,FE,2001,28440,PUB
15,C2,MA,2001,42734,PUB
15,C3,FE,2001,51178,PUB
15,C3,MA,2001,55579,PUB
16,C1,FE,2001,5549,PUB
16,C1,MA,2001,13752,PUB
16,C2,FE,2001,13259,PUB
16,C2,MA,2001,25073,PUB
16,C3,FE,2001,38392,PUB
16,C3,MA,2001,50517,PUB
17,C1,FE,2001,1497,PUB
17,C1,MA,2001,3785,PUB
17,C2,FE,2001,4677,PUB
17,C2,MA,2001,10477,PUB
17,C3,FE,2001,22087,PUB
17,C3,MA,2001,33866,PUB
18,C1,FE,2001,330,PUB
18,C1,MA,2001,1017,PUB
18,C2,FE,2001,1250,PUB
18,C2,MA,2001,3474,PUB
18,C3,FE,2001,10396,PUB
18,C3,MA,2001,19529,PUB
15,C1,FE,2002,16246,PUB
15,C1,MA,2002,33468,PUB
15,C2,FE,2002,29730,PUB
15,C2,MA,2002,45346,PUB
15,C3,FE,2002,54459,PUB
15,C3,MA,2002,58513,PUB
16,C1,FE,2002,5804,PUB
16,C1,MA,2002,14188,PUB
16,C2,FE,2002,14084,PUB
16,C2,MA,2002,26426,PUB
16,C3,FE,2002,40531,PUB
16,C3,MA,2002,53635,PUB
17,C1,FE,2002,1523,PUB
17,C1,MA,2002,3920,PUB
17,C2,FE,2002,5113,PUB
17,C2,MA,2002,11210,PUB
17,C3,FE,2002,23728,PUB
17,C3,MA,2002,36640,PUB
18,C1,FE,2002,431,PUB
18,C1,MA,2002,1155,PUB
18,C2,FE,2002,1704,PUB
18,C2,MA,2002,4131,PUB
18,C3,FE,2002,12186,PUB
18,C3,MA,2002,22189,PUB
15,C1,FE,2003,16464,PUB
15,C1,MA,2003,33814,PUB
15,C2,FE,2003,30575,PUB
15,C2,MA,2003,45314,PUB
15,C3,FE,2003,56586,PUB
15,C3,MA,2003,60216,PUB
16,C1,FE,2003,5989,PUB
16,C1,MA,2003,14378,PUB
16,C2,FE,2003,14297,PUB
16,C2,MA,2003,26669,PUB
16,C3,FE,2003,42284,PUB
16,C3,MA,2003,55548,PUB
17,C1,FE,2003,1579,PUB
17,C1,MA,2003,4133,PUB
17,C2,FE,2003,5203,PUB
17,C2,MA,2003,10944,PUB
17,C3,FE,2003,24580,PUB
17,C3,MA,2003,37194,PUB
18,C1,FE,2003,470,PUB
18,C1,MA,2003,1183,PUB
18,C2,FE,2003,1667,PUB
18,C2,MA,2003,3814,PUB
18,C3,FE,2003,11803,PUB
18,C3,MA,2003,21152,PUB
15,C1,FE,2004,16630,PUB
15,C1,MA,2004,33848,PUB
15,C2,FE,2004,29810,PUB
15,C2,MA,2004,44328,PUB
15,C3,FE,2004,58336,PUB
15,C3,MA,2004,61342,PUB
16,C1,FE,2004,6026,PUB
16,C1,MA,2004,14743,PUB
16,C2,FE,2004,14355,PUB
16,C2,MA,2004,26578,PUB
16,C3,FE,2004,43525,PUB
16,C3,MA,2004,56653,PUB
17,C1,FE,2004,1447,PUB
17,C1,MA,2004,3930,PUB
17,C2,FE,2004,5308,PUB
17,C2,MA,2004,11307,PUB
17,C3,FE,2004,25244,PUB
17,C3,MA,2004,37816,PUB
18,C1,FE,2004,469,PUB
18,C1,MA,2004,1250,PUB
18,C2,FE,2004,1685,PUB
18,C2,MA,2004,3866,PUB
18,C3,FE,2004,12219,PUB
18,C3,MA,2004,21323,PUB
15,C1,FE,2005,17713,PUB
15,C1,MA,2005,35654,PUB
15,C2,FE,2005,31018,PUB
15,C2,MA,2005,45251,PUB
15,C3,FE,2005,60238,PUB
15,C3,MA,2005,62367,PUB
16,C1,FE,2005,6362,PUB
16,C1,MA,2005,16018,PUB
16,C2,FE,2005,14224,PUB
16,C2,MA,2005,26363,PUB
16,C3,FE,2005,42858,PUB
16,C3,MA,2005,55672,PUB
17,C1,FE,2005,1743,PUB
17,C1,MA,2005,4510,PUB
17,C2,FE,2005,5308,PUB
17,C2,MA,2005,11307,PUB
17,C3,FE,2005,25194,PUB
17,C3,MA,2005,38162,PUB
18,C1,FE,2005,513,PUB
18,C1,MA,2005,1306,PUB
18,C2,FE,2005,1706,PUB
18,C2,MA,2005,3961,PUB
18,C3,FE,2005,12152,PUB
18,C3,MA,2005,21749,PUB
15,C1,FE,2006,17599,PUB
15,C1,MA,2006,37152,PUB
15,C2,FE,2006,32482,PUB
15,C2,MA,2006,48209,PUB
15,C3,FE,2006,65180,PUB
15,C3,MA,2006,66097,PUB
16,C1,FE,2006,6433,PUB
16,C1,MA,2006,16586,PUB
16,C2,FE,2006,15104,PUB
16,C2,MA,2006,28503,PUB
16,C3,FE,2006,44165,PUB
16,C3,MA,2006,57624,PUB
17,C1,FE,2006,1770,PUB
17,C1,MA,2006,4855,PUB
17,C2,FE,2006,5624,PUB
17,C2,MA,2006,11992,PUB
17,C3,FE,2006,24701,PUB
17,C3,MA,2006,37971,PUB
18,C1,FE,2006,547,PUB
18,C1,MA,2006,1480,PUB
18,C2,FE,2006,1954,PUB
18,C2,MA,2006,4501,PUB
18,C3,FE,2006,12260,PUB
18,C3,MA,2006,21995,PUB
15,C1,FE,2007,16919,PUB
15,C1,MA,2007,37215,PUB
15,C2,FE,2007,32227,PUB
15,C2,MA,2007,47744,PUB
15,C3,FE,2007,64257,PUB
15,C3,MA,2007,66001,PUB
16,C1,FE,2007,6530,PUB
16,C1,MA,2007,17401,PUB
16,C2,FE,2007,15804,PUB
16,C2,MA,2007,30564,PUB
16,C3,FE,2007,46048,PUB
16,C3,MA,2007,61433,PUB
17,C1,FE,2007,1866,PUB
17,C1,MA,2007,5245,PUB
17,C2,FE,2007,5890,PUB
17,C2,MA,2007,13436,PUB
17,C3,FE,2007,26412,PUB
17,C3,MA,2007,41626,PUB
18,C1,FE,2007,567,PUB
18,C1,MA,2007,1822,PUB
18,C2,FE,2007,2259,PUB
18,C2,MA,2007,5351,PUB
15,C1,FE,2008,14794,PUB
15,C1,MA,2008,34791,PUB
15,C2,FE,2008,30885,PUB
15,C2,MA,2008,47318,PUB
15,C3,FE,2008,64981,PUB
15,C3,MA,2008,68008,PUB
16,C1,FE,2008,5506,PUB
16,C1,MA,2008,16016,PUB
16,C2,FE,2008,14556,PUB
16,C2,MA,2008,29062,PUB
16,C3,FE,2008,45089,PUB
16,C3,MA,2008,60630,PUB
17,C1,FE,2008,1762,PUB
17,C1,MA,2008,5101,PUB
17,C2,FE,2008,5522,PUB
17,C2,MA,2008,13162,PUB
17,C3,FE,2008,26227,PUB
17,C3,MA,2008,42206,PUB
18,C1,FE,2008,542,PUB
18,C1,MA,2008,1638,PUB
18,C2,FE,2008,2078,PUB
18,C2,MA,2008,5021,PUB
15,C1,FE,2009,15309,PUB
15,C1,MA,2009,35111,PUB
15,C2,FE,2009,31569,PUB
15,C2,MA,2009,49198,PUB
15,C3,FE,2009,67333,PUB
15,C3,MA,2009,69886,PUB
16,C1,FE,2009,5736,PUB
16,C1,MA,2009,16746,PUB
16,C2,FE,2009,15290,PUB
16,C2,MA,2009,31122,PUB
16,C3,FE,2009,47024,PUB
16,C3,MA,2009,63316,PUB
17,C1,FE,2009,1764,PUB
17,C1,MA,2009,5752,PUB
17,C2,FE,2009,6251,PUB
17,C2,MA,2009,15597,PUB
17,C3,FE,2009,27418,PUB
17,C3,MA,2009,46309,PUB
18,C1,FE,2009,711,PUB
18,C1,MA,2009,2196,PUB
18,C2,FE,2009,2673,PUB
18,C2,MA,2009,7561,PUB
15,C1,FE,2010,10283,PUB
15,C1,MA,2010,27303,PUB
15,C3,FE,2010,60739,PUB
15,C3,MA,2010,71101,PUB
16,C1,FE,2010,3377,PUB
16,C1,MA,2010,11554,PUB
16,C2,FE,2010,10574,PUB
16,C2,MA,2010,24562,PUB
16,C3,FE,2010,40922,PUB
16,C3,MA,2010,61545,PUB
17,C1,FE,2010,964,PUB
17,C1,MA,2010,3533,PUB
17,C2,FE,2010,3680,PUB
17,C2,MA,2010,10585,PUB
17,C3,FE,2010,22537,PUB
17,C3,MA,2010,41215,PUB
18,C1,FE,2010,354,PUB
18,C1,MA,2010,1266,PUB
18,C2,FE,2010,1467,PUB
18,C2,MA,2010,4484,PUB
18,C3,FE,2010,12912,PUB
18,C3,MA,2010,27656,PUB
15,C1,FE,2011,9463,PUB
15,C1,MA,2011,26827,PUB
15,C2,FE,2011,21423,PUB
15,C2,MA,2011,40523,PUB
15,C3,FE,2011,60123,PUB
15,C3,MA,2011,73245,PUB
16,C1,FE,2011,3117,PUB
16,C1,MA,2011,11093,PUB
16,C2,FE,2011,8899,PUB
16,C2,MA,2011,22642,PUB
16,C3,FE,2011,39270,PUB
16,C3,MA,2011,62781,PUB
17,C1,FE,2011,899,PUB
17,C1,MA,2011,3360,PUB
17,C2,FE,2011,3015,PUB
17,C2,MA,2011,9519,PUB
17,C3,FE,2011,20326,PUB
17,C3,MA,2011,40039,PUB
15,C1,FE,2012,9153,PUB
15,C1,MA,2012,26218,PUB
15,C2,FE,2012,20786,PUB
15,C2,MA,2012,39503,PUB
15,C3,FE,2012,57814,PUB
15,C3,MA,2012,71791,PUB
16,C1,FE,2012,3255,PUB
16,C1,MA,2012,11665,PUB
16,C2,FE,2012,8712,PUB
16,C2,MA,2012,22919,PUB
16,C3,FE,2012,37696,PUB
16,C3,MA,2012,62061,PUB
17,C1,FE,2012,924,PUB
17,C1,MA,2012,3547,PUB
17,C2,FE,2012,2779,PUB
17,C2,MA,2012,9354,PUB
17,C3,FE,2012,18844,PUB
17,C3,MA,2012,39248,PUB
15,C1,FE,2013,10071,PUB
15,C1,MA,2013,28102,PUB
15,C2,FE,2013,22511,PUB
15,C2,MA,2013,43059,PUB
15,C3,FE,2013,61028,PUB
15,C3,MA,2013,76574,PUB
16,C1,FE,2013,3110,PUB
16,C1,MA,2013,11449,PUB
16,C2,FE,2013,8479,PUB
16,C2,MA,2013,22310,PUB
16,C3,FE,2013,35298,PUB
16,C3,MA,2013,60279,PUB
17,C1,FE,2013,956,PUB
17,C1,MA,2013,3745,PUB
17,C2,FE,2013,2917,PUB
17,C2,MA,2013,9699,PUB
17,C3,FE,2013,17651,PUB
17,C3,MA,2013,38106,PUB
15,C1,FE,2015,13881,PUB
15,C1,MA,2015,35735,PUB
15,C2,FE,2015,30870,PUB
15,C2,MA,2015,50069,PUB
15,C3,FE,2015,88994,PUB
15,C3,MA,2015,87444,PUB
16,C1,FE,2015,4849,PUB
16,C1,MA,2015,16172,PUB
16,C2,FE,2015,12171,PUB
16,C2,MA,2015,29266,PUB
16,C3,FE,2015,46654,PUB
16,C3,MA,2015,69278,PUB
17,C1,FE,2015,1539,PUB
17,C1,MA,2015,5924,PUB
17,C2,FE,2015,4330,PUB
17,C2,MA,2015,14300,PUB
17,C3,FE,2015,24766,PUB
17,C3,MA,2015,50462,PUB
15,C1,FE,2016,12054,PUB
15,C1,MA,2016,33377,PUB
15,C2,FE,2016,27917,PUB
15,C2,MA,2016,47629,PUB
15,C3,FE,2016,80002,PUB
15,C3,MA,2016,81421,PUB
16,C1,FE,2016,4501,PUB
16,C1,MA,2016,15692,PUB
16,C2,FE,2016,11921,PUB
16,C2,MA,2016,29065,PUB
16,C3,FE,2016,46356,PUB
16,C3,MA,2016,67921,PUB
17,C1,FE,2016,1311,PUB
17,C1,MA,2016,5348,PUB
17,C2,FE,2016,4109,PUB
17,C2,MA,2016,12733,PUB
17,C3,FE,2016,21540,PUB
17,C3,MA,2016,43545,PUB
15,C1,FE,2017,13489,PUB
15,C1,MA,2017,37383,PUB
15,C2,FE,2017,27674,PUB
15,C2,MA,2017,47752,PUB
15,C3,FE,2017,78999,PUB
15,C3,MA,2017,77092,PUB
16,C1,FE,2017,5019,PUB
16,C1,MA,2017,17880,PUB
16,C2,FE,2017,11987,PUB
16,C2,MA,2017,29719,PUB
16,C3,FE,2017,45114,PUB
16,C3,MA,2017,63954,PUB
17,C1,FE,2017,1561,PUB
17,C1,MA,2017,6463,PUB
17,C2,FE,2017,4404,PUB
17,C2,MA,2017,14027,PUB
17,C3,FE,2017,22318,PUB
17,C3,MA,2017,41603,PUB
15,C1,FE,2018,13940,PUB
15,C1,MA,2018,39077,PUB
15,C2,FE,2018,27963,PUB
15,C2,MA,2018,46469,PUB
15,C3,FE,2018,77753,PUB
15,C3,MA,2018,73911,PUB
16,C1,FE,2018,5125,PUB
16,C1,MA,2018,18246,PUB
16,C2,FE,2018,11953,PUB
16,C2,MA,2018,28412,PUB
16,C3,FE,2018,44475,PUB
16,C3,MA,2018,59972,PUB
17,C1,FE,2018,1569,PUB
17,C1,MA,2018,6265,PUB
17,C2,FE,2018,4252,PUB
17,C2,MA,2018,12975,PUB
17,C3,FE,2018,20963,PUB
17,C3,MA,2018,37794,PUB
15,C1,FE,2019,15912,PUB
15,C1,MA,2019,43434,PUB
15,C2,FE,2019,29399,PUB
15,C2,MA,2019,47924,PUB
15,C3,FE,2019,74920,PUB
15,C3,MA,2019,70186,PUB
16,C1,FE,2019,5752,PUB
16,C1,MA,2019,19588,PUB
16,C2,FE,2019,12790,PUB
16,C2,MA,2019,28335,PUB
16,C3,FE,2019,41868,PUB
16,C3,MA,2019,54671,PUB
17,C1,FE,2019,1777,PUB
17,C1,MA,2019,6658,PUB
17,C2,FE,2019,4369,PUB
17,C2,MA,2019,12760,PUB
17,C3,FE,2019,19667,PUB
17,C3,MA,2019,33728,PUB
15,L1,FE,1976,645,PUB
15,L1,MA,1976,1404,PUB
15,L2,FE,1976,114,PUB
15,L2,MA,1976,196,PUB
16,L1,FE,1976,1988,PUB
16,L1,MA,1976,4344,PUB
16,L2,FE,1976,654,PUB
16,L2,MA,1976,1138,PUB
16,L3,FE,1976,99,PUB
16,L3,MA,1976,226,PUB
17,L1,FE,1976,3069,PUB
17,L1,MA,1976,6329,PUB
17,L2,FE,1976,1478,PUB
17,L2,MA,1976,3207,PUB
17,L3,FE,1976,501,PUB
17,L3,MA,1976,1087,PUB
18,L1,FE,1976,3049,PUB
18,L1,MA,1976,6885,PUB
18,L2,FE,1976,1994,PUB
18,L2,MA,1976,4750,PUB
18,L3,FE,1976,1258,PUB
18,L3,MA,1976,2716,PUB
19,L1,FE,1976,2064,PUB
19,L1,MA,1976,4840,PUB
19,L2,FE,1976,1828,PUB
19,L2,MA,1976,4968,PUB
19,L3,FE,1976,1753,PUB
19,L3,MA,1976,4764,PUB
20,L1,FE,1976,855,PUB
20,L1,MA,1976,2299,PUB
20,L2,FE,1976,1185,PUB
20,L2,MA,1976,3713,PUB
20,L3,FE,1976,1904,PUB
20,L3,MA,1976,5371,PUB
21,L1,FE,1976,258,PUB
21,L1,MA,1976,757,PUB
21,L2,FE,1976,552,PUB
21,L2,MA,1976,1883,PUB
21,L3,FE,1976,1552,PUB
21,L3,MA,1976,4480,PUB
22,L2,FE,1976,207,PUB
22,L2,MA,1976,717,PUB
22,L3,FE,1976,768,PUB
22,L3,MA,1976,3119,PUB
23,L3,FE,1976,261,PUB
23,L3,MA,1976,1251,PUB
15,L1,FE,1977,792,PUB
15,L1,MA,1977,1677,PUB
15,L2,FE,1977,167,PUB
15,L2,MA,1977,357,PUB
16,L1,FE,1977,2841,PUB
16,L1,MA,1977,4540,PUB
16,L2,FE,1977,685,PUB
16,L2,MA,1977,1355,PUB
16,L3,FE,1977,126,PUB
16,L3,MA,1977,211,PUB
17,L1,FE,1977,3455,PUB
17,L1,MA,1977,7366,PUB
17,L2,FE,1977,1735,PUB
17,L2,MA,1977,3647,PUB
17,L3,FE,1977,655,PUB
17,L3,MA,1977,1274,PUB
18,L1,FE,1977,3838,PUB
18,L1,MA,1977,8651,PUB
18,L2,FE,1977,2373,PUB
18,L2,MA,1977,5181,PUB
18,L3,FE,1977,1569,PUB
18,L3,MA,1977,3273,PUB
19,L1,FE,1977,2692,PUB
19,L1,MA,1977,6832,PUB
19,L2,FE,1977,2299,PUB
19,L2,MA,1977,5404,PUB
19,L3,FE,1977,2265,PUB
19,L3,MA,1977,5324,PUB
20,L1,FE,1977,1140,PUB
20,L1,MA,1977,3156,PUB
20,L2,FE,1977,1447,PUB
20,L2,MA,1977,3717,PUB
20,L3,FE,1977,2264,PUB
20,L3,MA,1977,6043,PUB
21,L1,FE,1977,348,PUB
21,L1,MA,1977,1069,PUB
21,L2,FE,1977,600,PUB
21,L2,MA,1977,1635,PUB
21,L3,FE,1977,1608,PUB
21,L3,MA,1977,4804,PUB
22,L2,FE,1977,196,PUB
22,L2,MA,1977,677,PUB
22,L3,FE,1977,905,PUB
22,L3,MA,1977,3021,PUB
23,L3,FE,1977,361,PUB
23,L3,MA,1977,1116,PUB
15,L1,FE,1978,904,PUB
15,L1,MA,1978,1905,PUB
15,L2,FE,1978,121,PUB
15,L2,MA,1978,410,PUB
16,L1,FE,1978,2613,PUB
16,L1,MA,1978,5071,PUB
16,L2,FE,1978,656,PUB
16,L2,MA,1978,1560,PUB
16,L3,FE,1978,88,PUB
16,L3,MA,1978,278,PUB
17,L1,FE,1978,4085,PUB
17,L1,MA,1978,8274,PUB
17,L2,FE,1978,1846,PUB
17,L2,MA,1978,4121,PUB
17,L3,FE,1978,598,PUB
17,L3,MA,1978,1241,PUB
18,L1,FE,1978,4633,PUB
18,L1,MA,1978,9102,PUB
18,L2,FE,1978,2843,PUB
18,L2,MA,1978,6117,PUB
18,L3,FE,1978,1781,PUB
18,L3,MA,1978,3611,PUB
19,L1,FE,1978,3380,PUB
19,L1,MA,1978,7612,PUB
19,L2,FE,1978,2750,PUB
19,L2,MA,1978,6464,PUB
19,L3,FE,1978,2691,PUB
19,L3,MA,1978,5652,PUB
20,L1,FE,1978,1679,PUB
20,L1,MA,1978,3767,PUB
20,L2,FE,1978,2021,PUB
20,L2,MA,1978,4797,PUB
20,L3,FE,1978,2852,PUB
20,L3,MA,1978,6547,PUB
21,L1,FE,1978,489,PUB
21,L1,MA,1978,1230,PUB
21,L2,FE,1978,923,PUB
21,L2,MA,1978,2225,PUB
21,L3,FE,1978,1920,PUB
21,L3,MA,1978,5288,PUB
22,L2,FE,1978,285,PUB
22,L2,MA,1978,768,PUB
22,L3,FE,1978,961,PUB
22,L3,MA,1978,2961,PUB
23,L3,FE,1978,330,PUB
23,L3,MA,1978,1158,PUB
15,L1,FE,1979,1112,PUB
15,L1,MA,1979,2069,PUB
15,L2,FE,1979,132,PUB
15,L2,MA,1979,292,PUB
16,L1,FE,1979,3091,PUB
16,L1,MA,1979,5354,PUB
16,L2,FE,1979,736,PUB
16,L2,MA,1979,1570,PUB
16,L3,FE,1979,101,PUB
16,L3,MA,1979,250,PUB
17,L1,FE,1979,4872,PUB
17,L1,MA,1979,8715,PUB
17,L2,FE,1979,2167,PUB
17,L2,MA,1979,4148,PUB
17,L3,FE,1979,709,PUB
17,L3,MA,1979,1264,PUB
18,L1,FE,1979,5201,PUB
18,L1,MA,1979,10742,PUB
18,L2,FE,1979,3277,PUB
18,L2,MA,1979,6733,PUB
18,L3,FE,1979,1820,PUB
18,L3,MA,1979,3813,PUB
19,L1,FE,1979,4539,PUB
19,L1,MA,1979,8890,PUB
19,L2,FE,1979,3373,PUB
19,L2,MA,1979,7194,PUB
19,L3,FE,1979,3052,PUB
19,L3,MA,1979,6491,PUB
20,L1,FE,1979,2262,PUB
20,L1,MA,1979,4850,PUB
20,L2,FE,1979,2430,PUB
20,L2,MA,1979,5672,PUB
20,L3,FE,1979,3324,PUB
